run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR8607003	SAMEA12999277	ERX8239583	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/003/ERR8607003/ERR8607003.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607003/SL2_11_2_S34_L003_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/003/ERR8607003.bam
ERR8607008	SAMEA12999277	ERX8239588	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/008/ERR8607008/ERR8607008.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607008/SL1_5_9_S33_L003_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/008/ERR8607008.bam
ERR8607010	SAMEA12999274	ERX8239590	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/000/ERR8607010/ERR8607010.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607010/SL2_8_3_S70_L005_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/000/ERR8607010.bam
ERR8607011	SAMEA12999278	ERX8239591	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/001/ERR8607011/ERR8607011.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607011/SL1_6_9_S6_L001_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/001/ERR8607011.bam
ERR8607014	SAMEA12999276	ERX8239594	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/004/ERR8607014/ERR8607014.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607014/SL2_2_7_S110_L007_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/004/ERR8607014.bam
ERR8607015	SAMEA12999274	ERX8239595	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/005/ERR8607015/ERR8607015.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607015/SL2_8_6_S73_L005_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/005/ERR8607015.bam
ERR8607019	SAMEA12999276	ERX8239599	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/009/ERR8607019/ERR8607019.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607019/SL3_10_3_S114_L007_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/009/ERR8607019.bam
ERR8607020	SAMEA12999276	ERX8239600	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/000/ERR8607020/ERR8607020.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607020/SL1_4_11_S102_L007_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/000/ERR8607020.bam
ERR8607023	SAMEA12999276	ERX8239603	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/003/ERR8607023/ERR8607023.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607023/SL1_4_12_S116_L008_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/003/ERR8607023.bam
ERR8607028	SAMEA12999276	ERX8239608	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/008/ERR8607028/ERR8607028.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607028/SL1_4_8_S118_L008_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/008/ERR8607028.bam
ERR8607036	SAMEA12999276	ERX8239616	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/006/ERR8607036/ERR8607036.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607036/SL3_10_12_S125_L008_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/006/ERR8607036.bam
ERR8607037	SAMEA12999276	ERX8239617	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/007/ERR8607037/ERR8607037.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607037/SL3_10_13_S126_L008_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/007/ERR8607037.bam
ERR8607039	SAMEA12999276	ERX8239619	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/009/ERR8607039/ERR8607039.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607039/SL3_10_8_S130_L008_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/009/ERR8607039.bam
ERR8607042	SAMEA12999278	ERX8239622	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/002/ERR8607042/ERR8607042.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607042/SL3_6_10_S22_L002_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/002/ERR8607042.bam
ERR8607044	SAMEA12999276	ERX8239624	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/004/ERR8607044/ERR8607044.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607044/SL3_10_11_S124_L008_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/004/ERR8607044.bam
ERR8607045	SAMEA12999274	ERX8239625	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/005/ERR8607045/ERR8607045.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607045/SL3_8_3_S82_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/005/ERR8607045.bam
ERR8607053	SAMEA12999278	ERX8239633	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/003/ERR8607053/ERR8607053.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607053/SL3_6_4_S25_L002_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/003/ERR8607053.bam
ERR8607059	SAMEA12999277	ERX8239639	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/009/ERR8607059/ERR8607059.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607059/SL3_7_13_S40_L003_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/009/ERR8607059.bam
ERR8607062	SAMEA12999276	ERX8239642	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/002/ERR8607062/ERR8607062.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607062/SL3_10_2_S113_L007_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/002/ERR8607062.bam
ERR8607064	SAMEA12999274	ERX8239644	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/004/ERR8607064/ERR8607064.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607064/SL3_8_5_S84_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/004/ERR8607064.bam
ERR8607065	SAMEA12999274	ERX8239645	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/005/ERR8607065/ERR8607065.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607065/SL3_8_12_S81_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/005/ERR8607065.bam
ERR8607066	SAMEA12999278	ERX8239646	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/006/ERR8607066/ERR8607066.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607066/SL3_6_7_S27_L002_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/006/ERR8607066.bam
ERR8607075	SAMEA12999274	ERX8239655	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/005/ERR8607075/ERR8607075.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607075/SL3_9_9_S100_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/005/ERR8607075.bam
ERR8607077	SAMEA12999277	ERX8239657	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/007/ERR8607077/ERR8607077.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607077/SL3_7_6_S55_L004_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/007/ERR8607077.bam
ERR8607080	SAMEA12999274	ERX8239660	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/000/ERR8607080/ERR8607080.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607080/SL3_9_6_S97_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/000/ERR8607080.bam
ERR8607082	SAMEA12999277	ERX8239662	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/002/ERR8607082/ERR8607082.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607082/SL3_7_2_S41_L003_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/002/ERR8607082.bam
ERR8607083	SAMEA12999274	ERX8239663	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/003/ERR8607083/ERR8607083.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607083/SL3_9_12_S91_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/003/ERR8607083.bam
ERR8607088	SAMEA12999274	ERX8239668	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/008/ERR8607088/ERR8607088.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607088/SL3_8_11_S80_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/008/ERR8607088.bam
ERR8607089	SAMEA12999274	ERX8239669	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/009/ERR8607089/ERR8607089.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607089/SL3_9_7_S98_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/009/ERR8607089.bam
ERR8607091	SAMEA12999278	ERX8239671	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/001/ERR8607091/ERR8607091.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607091/SL3_6_11_S12_L001_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/001/ERR8607091.bam
ERR8607093	SAMEA12999273	ERX8239673	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/003/ERR8607093/ERR8607093.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607093/SL1_1_13_S45_L003_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/003/ERR8607093.bam
ERR8607096	SAMEA12999275	ERX8239676	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/006/ERR8607096/ERR8607096.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607096/SL1_3_11_S112_L007_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/006/ERR8607096.bam
ERR8607102	SAMEA12999277	ERX8239682	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/002/ERR8607102/ERR8607102.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607102/SL3_7_5_S43_L003_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/002/ERR8607102.bam
ERR8607103	SAMEA12999279	ERX8239683	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/003/ERR8607103/ERR8607103.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607103/SL1_7_10_S1_L001_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/003/ERR8607103.bam
ERR8607105	SAMEA12999279	ERX8239685	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/005/ERR8607105/ERR8607105.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607105/SL1_7_12_S3_L001_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/005/ERR8607105.bam
ERR8607112	SAMEA12999279	ERX8239692	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/002/ERR8607112/ERR8607112.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607112/SL2_13_13_S6_L001_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/002/ERR8607112.bam
ERR8607113	SAMEA12999279	ERX8239693	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/003/ERR8607113/ERR8607113.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607113/SL1_7_9_S23_L002_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/003/ERR8607113.bam
ERR8607114	SAMEA12999275	ERX8239694	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/004/ERR8607114/ERR8607114.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607114/SL1_3_13_S114_L007_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/004/ERR8607114.bam
ERR8607123	SAMEA12999279	ERX8239703	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/003/ERR8607123/ERR8607123.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607123/SL2_13_5_S25_L002_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/003/ERR8607123.bam
ERR8607124	SAMEA12999279	ERX8239704	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/004/ERR8607124/ERR8607124.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607124/SL1_7_8_S22_L002_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/004/ERR8607124.bam
ERR8607131	SAMEA12999275	ERX8239711	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/001/ERR8607131/ERR8607131.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607131/SL3_11_10_S99_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/001/ERR8607131.bam
ERR8607133	SAMEA12999279	ERX8239713	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/003/ERR8607133/ERR8607133.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607133/SL3_1_10_S27_L002_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/003/ERR8607133.bam
ERR8607134	SAMEA12999275	ERX8239714	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/004/ERR8607134/ERR8607134.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607134/SL2_9_5_S118_L007_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/004/ERR8607134.bam
ERR8607230	SAMEA12999273	ERX8239810	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/000/ERR8607230/ERR8607230.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607230/SL2_7_10_S46_L003_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/000/ERR8607230.bam
ERR8607235	SAMEA12999275	ERX8239815	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/005/ERR8607235/ERR8607235.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607235/SL3_11_4_S137_L008_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/005/ERR8607235.bam
ERR8607240	SAMEA12999275	ERX8239820	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/000/ERR8607240/ERR8607240.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607240/SL3_11_5_S138_L008_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/000/ERR8607240.bam
ERR8607241	SAMEA12999275	ERX8239821	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/001/ERR8607241/ERR8607241.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607241/SL2_9_3_S116_L007_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/001/ERR8607241.bam
ERR8607244	SAMEA12999279	ERX8239824	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/004/ERR8607244/ERR8607244.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607244/SL3_2_13_S19_L001_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/004/ERR8607244.bam
ERR8607245	SAMEA12999279	ERX8239825	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/005/ERR8607245/ERR8607245.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607245/SL3_1_7_S36_L002_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/005/ERR8607245.bam
ERR8607253	SAMEA12999275	ERX8239833	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/003/ERR8607253/ERR8607253.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607253/SL3_11_13_S102_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/003/ERR8607253.bam
ERR8607255	SAMEA12999279	ERX8239835	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/005/ERR8607255/ERR8607255.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607255/SL3_1_8_S14_L001_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/005/ERR8607255.bam
ERR8607266	SAMEA12999275	ERX8239846	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/006/ERR8607266/ERR8607266.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607266/SL3_11_6_S103_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/006/ERR8607266.bam
ERR8607268	SAMEA12999275	ERX8239848	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/008/ERR8607268/ERR8607268.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607268/SL3_12_9_S126_L007_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/008/ERR8607268.bam
ERR8607274	SAMEA12999279	ERX8239854	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR860/004/ERR8607274/ERR8607274.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR860/ERR8607274/SL3_1_5_S34_L002_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR860/004/ERR8607274.bam
