run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR8656828	SAMEA12999283	ERX8322857	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR865/008/ERR8656828/ERR8656828.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR8656828/SL9_3_6_S19_L002_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR865/008/ERR8656828.bam
ERR8656829	SAMEA12999283	ERX8322858	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR865/009/ERR8656829/ERR8656829.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR8656829/SL9_3_7_S20_L002_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR865/009/ERR8656829.bam
ERR8656837	SAMEA12999280	ERX8322866	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR865/007/ERR8656837/ERR8656837.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR8656837/SL9_9_4_S81_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR865/007/ERR8656837.bam
ERR8656838	SAMEA12999286	ERX8322867	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR865/008/ERR8656838/ERR8656838.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR8656838/SL10_11_10_S86_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR865/008/ERR8656838.bam
ERR8656851	SAMEA12999283	ERX8322880	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR865/001/ERR8656851/ERR8656851.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR8656851/SL9_4_7_S9_L001_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR865/001/ERR8656851.bam
ERR8656853	SAMEA12999280	ERX8322882	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR865/003/ERR8656853/ERR8656853.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR8656853/SL9_9_2_S79_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR865/003/ERR8656853.bam
ERR8656854	SAMEA12999283	ERX8322883	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR865/004/ERR8656854/ERR8656854.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR8656854/SL9_2_9_S8_L001_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR865/004/ERR8656854.bam
ERR8656858	SAMEA12999277	ERX8322887	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR865/008/ERR8656858/ERR8656858.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR8656858/SL1_5_3_S35_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR865/008/ERR8656858.bam
ERR8656926	SAMEA12999286	ERX8322955	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR865/006/ERR8656926/ERR8656926.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR8656926/SL10_11_4_S112_L008_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR865/006/ERR8656926.bam
ERR8657016	SAMEA12999286	ERX8323045	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR865/006/ERR8657016/ERR8657016.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR8657016/SL11_7_2_S117_L008_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR865/006/ERR8657016.bam
ERR8657027	SAMEA12999279	ERX8323056	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR865/007/ERR8657027/ERR8657027.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR8657027/SL7_3_1_L5_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR865/007/ERR8657027.bam
ERR8657093	SAMEA12999286	ERX8323122	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR865/003/ERR8657093/ERR8657093.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR8657093/SL10_11_9_S113_L008_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR865/003/ERR8657093.bam
ERR8657294	SAMEA12999286	ERX8323323	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR865/004/ERR8657294/ERR8657294.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR8657294/SL11_7_12_S89_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR865/004/ERR8657294.bam
ERR8657305	SAMEA12999273	ERX8323334	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR865/005/ERR8657305/ERR8657305.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR8657305/SL7_1_1_L3_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR865/005/ERR8657305.bam
ERR8666938	SAMEA12999285	ERX8332293	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8666938/ERR8666938.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR866/ERR8666938/SL7_8_1_S13_L002_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR866/008/ERR8666938.bam
ERR8666950	SAMEA12999273	ERX8332305	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8666950/ERR8666950.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR866/ERR8666950/SL2_7_2_S10_L002_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR866/000/ERR8666950.bam
ERR8666957	SAMEA12999273	ERX8332312	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8666957/ERR8666957.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR866/ERR8666957/SL5_6_7_S40_L003_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR866/007/ERR8666957.bam
ERR8666964	SAMEA12999273	ERX8332319	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/004/ERR8666964/ERR8666964.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR866/ERR8666964/SL2_7_6_S14_L002_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR866/004/ERR8666964.bam
ERR8666975	SAMEA12999276	ERX8332330	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8666975/ERR8666975.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR866/ERR8666975/SL1_4_5_S31_L005_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR866/005/ERR8666975.bam
ERR8666991	SAMEA12999274	ERX8332346	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8666991/ERR8666991.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR866/ERR8666991/SL1_2_3_S17_L003_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR866/001/ERR8666991.bam
ERR8684170	SAMEA12999281	ERX8349525	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/000/ERR8684170/ERR8684170.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR868/ERR8684170/SL7_11_1_S76_L007_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR868/000/ERR8684170.bam
ERR8684174	SAMEA12999285	ERX8349529	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/004/ERR8684174/ERR8684174.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR868/ERR8684174/SL7_9_1_S32_L003_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR868/004/ERR8684174.bam
ERR8684188	SAMEA12999283	ERX8349543	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/008/ERR8684188/ERR8684188.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR868/ERR8684188/SL7_4_1_S1_L001_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR868/008/ERR8684188.bam
ERR8684234	SAMEA12999273	ERX8349589	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/004/ERR8684234/ERR8684234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/004/ERR8684234/ERR8684234_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR868/ERR8684234/SL1_1_3_S61_L008_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR868/ERR8684234/SL1_1_3_S61_L008_R2_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR868/004/ERR8684234.bam
ERR8684241	SAMEA12999273	ERX8349596	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/001/ERR8684241/ERR8684241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/001/ERR8684241/ERR8684241_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR868/ERR8684241/SL1_1_4_S62_L008_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR868/ERR8684241/SL1_1_4_S62_L008_R2_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR868/001/ERR8684241.bam
ERR8684247	SAMEA12999273	ERX8349602	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/007/ERR8684247/ERR8684247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/007/ERR8684247/ERR8684247_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR868/ERR8684247/SL1_1_5_S63_L008_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR868/ERR8684247/SL1_1_5_S63_L008_R2_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR868/007/ERR8684247.bam
ERR8691205	SAMEA12999284	ERX8356723	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR869/005/ERR8691205/ERR8691205.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR869/ERR8691205/SL10_5_1_S52_L005_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR869/005/ERR8691205.bam
ERR8691207	SAMEA12999280	ERX8356741	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR869/007/ERR8691207/ERR8691207.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR869/ERR8691207/SL11_2_1_S109_L008_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR869/007/ERR8691207.bam
ERR8691525	SAMEA12999280	ERX8357154	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR869/005/ERR8691525/ERR8691525.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR869/ERR8691525/SL11_1_1_S87_L007_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR869/005/ERR8691525.bam
ERR8692560	SAMEA12999273	ERX8358268	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR869/000/ERR8692560/ERR8692560.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR869/ERR8692560/SL5_8_1_L2_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR869/000/ERR8692560.bam
ERR8702979	SAMEA12999273	ERX8368284	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/009/ERR8702979/ERR8702979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/009/ERR8702979/ERR8702979_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8702979/SL1_1_2_S60_L008_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8702979/SL1_1_2_S60_L008_R2_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/009/ERR8702979.bam
ERR8703986	SAMEA12999275	ERX8369291	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/006/ERR8703986/ERR8703986.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8703986/SL3_12_1_S139_L008_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/006/ERR8703986.bam
ERR8703989	SAMEA12999277	ERX8369294	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/009/ERR8703989/ERR8703989.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8703989/SL3_7_1_S39_L003_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/009/ERR8703989.bam
ERR8703992	SAMEA12999273	ERX8369297	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/002/ERR8703992/ERR8703992.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8703992/SL3_5_1_S54_L003_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/002/ERR8703992.bam
ERR8704009	SAMEA12999287	ERX8369314	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/009/ERR8704009/ERR8704009.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704009/SL11_9_12_S23_L004_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/009/ERR8704009.bam
ERR8704012	SAMEA12999287	ERX8369317	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/002/ERR8704012/ERR8704012.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704012/SL11_10_11_S46_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/002/ERR8704012.bam
ERR8704013	SAMEA12999287	ERX8369318	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/003/ERR8704013/ERR8704013.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704013/SL11_9_1_S11_L003_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/003/ERR8704013.bam
ERR8704014	SAMEA12999287	ERX8369319	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/004/ERR8704014/ERR8704014.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704014/SL11_9_9_S13_L003_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/004/ERR8704014.bam
ERR8704018	SAMEA12999287	ERX8369323	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/008/ERR8704018/ERR8704018.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704018/SL11_10_9_S10_L003_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/008/ERR8704018.bam
ERR8704019	SAMEA12999287	ERX8369324	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/009/ERR8704019/ERR8704019.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704019/SL11_9_13_S24_L004_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/009/ERR8704019.bam
ERR8704022	SAMEA12999287	ERX8369327	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/002/ERR8704022/ERR8704022.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704022/SL11_9_3_S12_L003_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/002/ERR8704022.bam
ERR8704025	SAMEA12999287	ERX8369330	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/005/ERR8704025/ERR8704025.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704025/SL10_9_1_S42_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/005/ERR8704025.bam
ERR8704026	SAMEA12999287	ERX8369331	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/006/ERR8704026/ERR8704026.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704026/SL11_9_2_S51_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/006/ERR8704026.bam
ERR8704029	SAMEA12999287	ERX8369334	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/009/ERR8704029/ERR8704029.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704029/SL11_10_10_S45_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/009/ERR8704029.bam
ERR8704031	SAMEA12999287	ERX8369336	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/001/ERR8704031/ERR8704031.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704031/SL10_8_9_S31_L005_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/001/ERR8704031.bam
ERR8704032	SAMEA12999287	ERX8369337	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/002/ERR8704032/ERR8704032.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704032/SL10_9_6_S34_L005_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/002/ERR8704032.bam
ERR8704036	SAMEA12999287	ERX8369341	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/006/ERR8704036/ERR8704036.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704036/SL10_9_9_S35_L005_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/006/ERR8704036.bam
ERR8704037	SAMEA12999287	ERX8369342	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/007/ERR8704037/ERR8704037.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704037/SL10_8_12_S29_L005_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/007/ERR8704037.bam
ERR8704042	SAMEA12999287	ERX8369347	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/002/ERR8704042/ERR8704042.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704042/SL10_8_10_S27_L005_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/002/ERR8704042.bam
ERR8704043	SAMEA12999287	ERX8369348	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/003/ERR8704043/ERR8704043.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704043/SL10_9_3_S18_L004_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/003/ERR8704043.bam
ERR8704046	SAMEA12999287	ERX8369351	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/006/ERR8704046/ERR8704046.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704046/SL10_8_13_S14_L004_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/006/ERR8704046.bam
ERR8704049	SAMEA12999287	ERX8369354	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/009/ERR8704049/ERR8704049.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704049/SL10_8_5_S2_L003_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/009/ERR8704049.bam
ERR8704051	SAMEA12999287	ERX8369356	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/001/ERR8704051/ERR8704051.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704051/SL10_8_2_S15_L004_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/001/ERR8704051.bam
ERR8704059	SAMEA12999287	ERX8369364	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/009/ERR8704059/ERR8704059.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704059/SL10_9_7_S5_L003_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/009/ERR8704059.bam
ERR8704063	SAMEA12999287	ERX8369368	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/003/ERR8704063/ERR8704063.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704063/SL10_8_11_S28_L005_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/003/ERR8704063.bam
ERR8704065	SAMEA12999287	ERX8369370	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/005/ERR8704065/ERR8704065.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR870/ERR8704065/SL10_8_8_S41_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR870/005/ERR8704065.bam
ERR8711231	SAMEA12999273	ERX8376494	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR871/001/ERR8711231/ERR8711231.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR871/ERR8711231/SL2_7_7_S15_L002_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR871/001/ERR8711231.bam
ERR8711244	SAMEA12999278	ERX8376507	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR871/004/ERR8711244/ERR8711244.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR871/ERR8711244/SL1_6_3_S41_L007_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR871/004/ERR8711244.bam
ERR8711246	SAMEA12999277	ERX8376509	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR871/006/ERR8711246/ERR8711246.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR871/ERR8711246/SL1_5_6_S38_L006_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR871/006/ERR8711246.bam
ERR8711252	SAMEA12999279	ERX8376515	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR871/002/ERR8711252/ERR8711252.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR871/ERR8711252/SL1_7_7_S51_L008_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR871/002/ERR8711252.bam
ERR8711254	SAMEA12999279	ERX8376517	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR871/004/ERR8711254/ERR8711254.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR871/ERR8711254/SL1_7_2_S46_L008_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR871/004/ERR8711254.bam
ERR8711256	SAMEA12999276	ERX8376519	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR871/006/ERR8711256/ERR8711256.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR871/ERR8711256/SL1_4_6_S32_L005_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR871/006/ERR8711256.bam
ERR8711260	SAMEA12999278	ERX8376523	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR871/000/ERR8711260/ERR8711260.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR871/ERR8711260/SL1_6_7_S45_L007_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR871/000/ERR8711260.bam
ERR8711261	SAMEA12999278	ERX8376524	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR871/001/ERR8711261/ERR8711261.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR871/ERR8711261/SL1_6_4_S42_L007_R1_001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR871/001/ERR8711261.bam
ERR9118905	SAMEA12999278	ERX8661998	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR911/005/ERR9118905/ERR9118905.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR911/ERR9118905/Asp6_realg.noclips_splitRG.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR911/ERR9118905/Asp6_realg.noclips_splitRG.bam.bai		
ERR9124863	SAMEA12999279	ERX8669287	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR912/003/ERR9124863/ERR9124863.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR912/ERR9124863/Herx_realg.noclips_splitRG.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR912/ERR9124863/Herx_realg.noclips_splitRG.bam.bai		
ERR9124867	SAMEA12999277	ERX8669291	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR912/007/ERR9124867/ERR9124867.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR912/ERR9124867/LEPE48-2_realg.noclips_splitRG.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR912/ERR9124867/LEPE48-2_realg.noclips_splitRG.bam.bai		
ERR9125082	SAMEA12999274	ERX8669303	PRJEB50857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR912/002/ERR9125082/ERR9125082.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR912/ERR9125082/LEPE52-1_realg.noclips_splitRG.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR912/ERR9125082/LEPE52-1_realg.noclips_splitRG.bam.bai		
