run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR4094810	SAMEA6813609	ERX4090108	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4094810/ERR4094810.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4094810/Sch72-15.mappedHs37d5.trim2.bam		
ERR4173959	SAMEA6813554	ERX4137383	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/009/ERR4173959/ERR4173959.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/009/ERR4173959/ERR4173959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/009/ERR4173959/ERR4173959_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173959/ATT26_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173959/ATT26_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/009/ERR4173959	
ERR4094795	SAMEA6813594	ERX4090093	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4094795/ERR4094795.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4094795/PIR3116B.mappedHs37d5.trim2.bam		
ERR4173960	SAMEA6813555	ERX4137384	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/000/ERR4173960/ERR4173960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/000/ERR4173960/ERR4173960_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173960/BERG02-2_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173960/BERG02-2_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/000/ERR4173960	
ERR4094797	SAMEA6813596	ERX4090095	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4094797/ERR4094797.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4094797/Pir6.mappedHs37d5.trim2.bam		
ERR4173964	SAMEA6813559	ERX4137388	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/004/ERR4173964/ERR4173964.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/004/ERR4173964/ERR4173964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/004/ERR4173964/ERR4173964_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173964/BFM265_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173964/BFM265_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/004/ERR4173964	
ERR4094806	SAMEA6813605	ERX4090104	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4094806/ERR4094806.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4094806/ROS102.mappedHs37d5.trim2.bam		
ERR4094807	SAMEA6813606	ERX4090105	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4094807/ERR4094807.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4094807/ROS45.mappedHs37d5.trim2.bam		
ERR4094808	SAMEA6813607	ERX4090106	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4094808/ERR4094808.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4094808/ROS78.mappedHs37d5.trim2.bam		
ERR4173965	SAMEA6813560	ERX4137389	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/005/ERR4173965/ERR4173965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/005/ERR4173965/ERR4173965_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173965/BIS130_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173965/BIS130_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/005/ERR4173965	
ERR4173962	SAMEA6813557	ERX4137386	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/002/ERR4173962/ERR4173962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/002/ERR4173962/ERR4173962_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173962/BERG157-7_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173962/BERG157-7_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/002/ERR4173962	
ERR4173983	SAMEA6813580	ERX4137407	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/003/ERR4173983/ERR4173983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/003/ERR4173983/ERR4173983_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173983/NOR3-6_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173983/NOR3-6_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/003/ERR4173983	
ERR4173984	SAMEA6813581	ERX4137408	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/004/ERR4173984/ERR4173984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/004/ERR4173984/ERR4173984_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173984/NOR4_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173984/NOR4_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/004/ERR4173984	
ERR4173966	SAMEA6813561	ERX4137390	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/006/ERR4173966/ERR4173966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/006/ERR4173966/ERR4173966_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173966/BIS385_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173966/BIS385_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/006/ERR4173966	
ERR4173986	SAMEA6813583	ERX4137410	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/006/ERR4173986/ERR4173986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/006/ERR4173986/ERR4173986_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173986/OBE3722_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173986/OBE3722_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/006/ERR4173986	
ERR4173989	SAMEA6813586	ERX4137413	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/009/ERR4173989/ERR4173989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/009/ERR4173989/ERR4173989_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173989/PEI10_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173989/PEI10_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/009/ERR4173989	
ERR4173967	SAMEA6813562	ERX4137391	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/007/ERR4173967/ERR4173967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/007/ERR4173967/ERR4173967_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173967/BLP10_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173967/BLP10_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/007/ERR4173967	
ERR4173999	SAMEA6813595	ERX4137423	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/009/ERR4173999/ERR4173999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/009/ERR4173999/ERR4173999_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173999/Pir4_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173999/Pir4_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/009/ERR4173999	
ERR4173969	SAMEA6813564	ERX4137393	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/009/ERR4173969/ERR4173969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/009/ERR4173969/ERR4173969_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173969/CBV95_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173969/CBV95_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/009/ERR4173969	
ERR4174000	SAMEA6813596	ERX4137424	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/000/ERR4174000/ERR4174000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/000/ERR4174000/ERR4174000_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4174000/Pir6_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4174000/Pir6_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/000/ERR4174000	
ERR4174005	SAMEA6813601	ERX4137429	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/005/ERR4174005/ERR4174005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/005/ERR4174005/ERR4174005_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4174005/QUIN58_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4174005/QUIN58_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/005/ERR4174005	
ERR4173970	SAMEA6813565	ERX4137394	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/000/ERR4173970/ERR4173970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/000/ERR4173970/ERR4173970_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173970/COL11_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173970/COL11_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/000/ERR4173970	
ERR4174006	SAMEA6813602	ERX4137430	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/006/ERR4174006/ERR4174006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/006/ERR4174006/ERR4174006_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4174006/RIX15_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4174006/RIX15_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/006/ERR4174006	
ERR4174008	SAMEA6813604	ERX4137432	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/008/ERR4174008/ERR4174008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/008/ERR4174008/ERR4174008_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4174008/RIX4_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4174008/RIX4_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/008/ERR4174008	
ERR4174010	SAMEA6813606	ERX4137434	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/000/ERR4174010/ERR4174010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/000/ERR4174010/ERR4174010_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4174010/ROS45_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4174010/ROS45_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/000/ERR4174010	
ERR4174011	SAMEA6813607	ERX4137435	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/001/ERR4174011/ERR4174011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/001/ERR4174011/ERR4174011_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4174011/ROS78_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4174011/ROS78_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/001/ERR4174011	
ERR4195881	SAMEA6813568	ERX4156909	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/001/ERR4195881/ERR4195881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR419/001/ERR4195881/ERR4195881_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR419/ERR4195881/CRE20D_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR419/ERR4195881/CRE20D_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR419/001/ERR4195881	
ERR4210462	SAMEA6875728	ERX4171490	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR421/002/ERR4210462/ERR4210462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR421/002/ERR4210462/ERR4210462_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR421/ERR4210462/PER1150B_S35_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR421/ERR4210462/PER1150B_S35_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR421/002/ERR4210462	
ERR4210470	SAMEA6875743	ERX4171498	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR421/000/ERR4210470/ERR4210470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR421/000/ERR4210470/ERR4210470_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR421/ERR4210470/ROS42_S8_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR421/ERR4210470/ROS42_S8_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR421/000/ERR4210470	
ERR4173973	SAMEA6813569	ERX4137397	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/003/ERR4173973/ERR4173973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/003/ERR4173973/ERR4173973_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173973/ERS1164_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173973/ERS1164_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/003/ERR4173973	
ERR4210478	SAMEA6875762	ERX4171506	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR421/008/ERR4210478/ERR4210478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR421/008/ERR4210478/ERR4210478_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR421/ERR4210478/Berg34-1_S17_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR421/ERR4210478/Berg34-1_S17_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR421/008/ERR4210478	
ERR4210481	SAMEA6875765	ERX4171509	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR421/001/ERR4210481/ERR4210481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR421/001/ERR4210481/ERR4210481_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR421/ERR4210481/BERG157-3_S1_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR421/ERR4210481/BERG157-3_S1_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR421/001/ERR4210481	
ERR4173974	SAMEA6813570	ERX4137398	PRJEB38152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/004/ERR4173974/ERR4173974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/004/ERR4173974/ERR4173974_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173974/ERS86_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4173974/ERS86_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR417/004/ERR4173974	
