run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR4059680	SAMEA6800042	ERX4058465	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059680/ERR4059680.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059680/VK288.final.bam		
ERR4059508	SAMEA6799869	ERX4058293	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059508/ERR4059508.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059508/VK51.final.bam		
ERR4059554	SAMEA6799915	ERX4058339	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059554/ERR4059554.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059554/VK138.final.bam		
ERR4059681	SAMEA6800043	ERX4058466	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059681/ERR4059681.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059681/VK289.final.bam		
ERR4059557	SAMEA6799919	ERX4058342	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059557/ERR4059557.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059557/VK141.final.bam		
ERR4059514	SAMEA6799875	ERX4058299	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059514/ERR4059514.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059514/VK63.final.bam		
ERR4059558	SAMEA6799920	ERX4058343	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059558/ERR4059558.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059558/VK143.final.bam		
ERR4059682	SAMEA6800044	ERX4058467	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059682/ERR4059682.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059682/VK290.final.bam		
ERR4059516	SAMEA6799877	ERX4058301	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059516/ERR4059516.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059516/VK65.final.bam		
ERR4059562	SAMEA6799924	ERX4058347	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059562/ERR4059562.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059562/VK147.final.bam		
ERR4059518	SAMEA6799879	ERX4058303	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059518/ERR4059518.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059518/VK70.final.bam		
ERR4059696	SAMEA6800058	ERX4058481	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059696/ERR4059696.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059696/VK309.final.bam		
ERR4059563	SAMEA6799925	ERX4058348	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059563/ERR4059563.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059563/VK148.final.bam		
ERR4059521	SAMEA6799882	ERX4058306	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059521/ERR4059521.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059521/VK75.final.bam		
ERR4059699	SAMEA6800061	ERX4058484	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059699/ERR4059699.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059699/VK314.final.bam		
ERR4059526	SAMEA6799887	ERX4058311	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059526/ERR4059526.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059526/VK86.final.bam		
ERR4059565	SAMEA6799927	ERX4058350	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059565/ERR4059565.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059565/VK150.final.bam		
ERR4059700	SAMEA6800062	ERX4058485	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059700/ERR4059700.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059700/VK315.final.bam		
ERR4059527	SAMEA6799888	ERX4058312	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059527/ERR4059527.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059527/VK87.final.bam		
ERR4059567	SAMEA6799929	ERX4058352	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059567/ERR4059567.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059567/VK153.final.bam		
ERR4059702	SAMEA6800064	ERX4058487	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059702/ERR4059702.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059702/VK317.final.bam		
ERR4059569	SAMEA6799931	ERX4058354	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059569/ERR4059569.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059569/VK155.final.bam		
ERR4059708	SAMEA6800070	ERX4058493	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059708/ERR4059708.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059708/VK324.final.bam		
ERR4059533	SAMEA6799894	ERX4058318	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059533/ERR4059533.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059533/VK99.final.bam		
ERR4059572	SAMEA6799934	ERX4058357	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059572/ERR4059572.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059572/VK158.final.bam		
ERR4059711	SAMEA6800073	ERX4058496	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059711/ERR4059711.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059711/VK327.final.bam		
ERR4059534	SAMEA6799895	ERX4058319	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059534/ERR4059534.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059534/VK101.final.bam		
ERR4059573	SAMEA6799935	ERX4058358	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059573/ERR4059573.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059573/VK159.final.bam		
ERR4059713	SAMEA6800075	ERX4058498	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059713/ERR4059713.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059713/VK329.final.bam		
ERR4059574	SAMEA6799936	ERX4058359	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059574/ERR4059574.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059574/VK160.final.bam		
ERR4059536	SAMEA6799897	ERX4058321	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059536/ERR4059536.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059536/VK108.final.bam		
ERR4059538	SAMEA6799899	ERX4058323	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059538/ERR4059538.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059538/VK111.final.bam		
ERR4059714	SAMEA6800076	ERX4058499	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059714/ERR4059714.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059714/VK330.final.bam		
ERR4059576	SAMEA6799938	ERX4058361	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059576/ERR4059576.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059576/VK163.final.bam		
ERR4059719	SAMEA6800081	ERX4058504	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059719/ERR4059719.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059719/VK336.final.bam		
ERR4059545	SAMEA6799906	ERX4058330	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059545/ERR4059545.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059545/VK123.final.bam		
ERR4059725	SAMEA6800087	ERX4058510	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059725/ERR4059725.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059725/VK343.final.bam		
ERR4059577	SAMEA6799939	ERX4058362	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059577/ERR4059577.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059577/VK164.final.bam		
ERR4059728	SAMEA6800090	ERX4058513	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059728/ERR4059728.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059728/VK346.final.bam		
ERR4059547	SAMEA6799908	ERX4058332	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059547/ERR4059547.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059547/VK125.final.bam		
ERR4059730	SAMEA6800092	ERX4058515	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059730/ERR4059730.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059730/VK348.final.bam		
ERR4059550	SAMEA6799911	ERX4058335	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059550/ERR4059550.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059550/VK129.final.bam		
ERR4059731	SAMEA6800093	ERX4058516	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059731/ERR4059731.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059731/VK349.final.bam		
ERR4059584	SAMEA6799946	ERX4058369	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059584/ERR4059584.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059584/VK172.final.bam		
ERR4059553	SAMEA6799914	ERX4058338	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059553/ERR4059553.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059553/VK135.final.bam		
ERR4059736	SAMEA6800098	ERX4058521	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059736/ERR4059736.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059736/VK355.final.bam		
ERR4059556	SAMEA6799917	ERX4058341	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059556/ERR4059556.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059556/VK140.final.bam		
ERR4059589	SAMEA6799951	ERX4058374	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059589/ERR4059589.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059589/VK177.final.bam		
ERR4059737	SAMEA6800099	ERX4058522	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059737/ERR4059737.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059737/VK357.final.bam		
ERR4059559	SAMEA6799921	ERX4058344	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059559/ERR4059559.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059559/VK144.final.bam		
ERR4059591	SAMEA6799953	ERX4058376	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059591/ERR4059591.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059591/VK179.final.bam		
ERR4059561	SAMEA6799923	ERX4058346	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059561/ERR4059561.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059561/VK146.final.bam		
ERR4059748	SAMEA6800110	ERX4058533	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059748/ERR4059748.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059748/VK369.final.bam		
ERR4059592	SAMEA6799954	ERX4058377	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059592/ERR4059592.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059592/VK180.final.bam		
ERR4059596	SAMEA6799958	ERX4058381	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059596/ERR4059596.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059596/VK185.final.bam		
ERR4059564	SAMEA6799926	ERX4058349	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059564/ERR4059564.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059564/VK149.final.bam		
ERR4059757	SAMEA6800119	ERX4058542	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059757/ERR4059757.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059757/VK384.final.bam		
ERR4059601	SAMEA6799963	ERX4058386	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059601/ERR4059601.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059601/VK191.final.bam		
ERR4059566	SAMEA6799928	ERX4058351	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059566/ERR4059566.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059566/VK151.final.bam		
ERR4059759	SAMEA6800121	ERX4058544	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059759/ERR4059759.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059759/VK386.final.bam		
ERR4059604	SAMEA6799966	ERX4058389	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059604/ERR4059604.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059604/VK200.final.bam		
ERR4059568	SAMEA6799930	ERX4058353	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059568/ERR4059568.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059568/VK154.final.bam		
ERR4059760	SAMEA6800122	ERX4058545	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059760/ERR4059760.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059760/VK387.final.bam		
ERR4059606	SAMEA6799968	ERX4058391	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059606/ERR4059606.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059606/VK202.final.bam		
ERR4059571	SAMEA6799933	ERX4058356	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059571/ERR4059571.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059571/VK157.final.bam		
ERR4059764	SAMEA6800126	ERX4058549	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059764/ERR4059764.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059764/VK391.final.bam		
ERR4059608	SAMEA6799970	ERX4058393	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059608/ERR4059608.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059608/VK204.final.bam		
ERR4059579	SAMEA6799941	ERX4058364	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059579/ERR4059579.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059579/VK166.final.bam		
ERR4059769	SAMEA6800131	ERX4058554	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059769/ERR4059769.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059769/VK396.final.bam		
ERR4059580	SAMEA6799942	ERX4058365	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059580/ERR4059580.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059580/VK167.final.bam		
ERR4059616	SAMEA6799978	ERX4058401	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059616/ERR4059616.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059616/VK213.final.bam		
ERR4059581	SAMEA6799943	ERX4058366	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059581/ERR4059581.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059581/VK168.final.bam		
ERR4059770	SAMEA6800132	ERX4058555	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059770/ERR4059770.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059770/VK397.final.bam		
ERR4059583	SAMEA6799945	ERX4058368	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059583/ERR4059583.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059583/VK171.final.bam		
ERR4059623	SAMEA6799985	ERX4058408	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059623/ERR4059623.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059623/VK220.final.bam		
ERR4059771	SAMEA6800133	ERX4058556	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059771/ERR4059771.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059771/VK398.final.bam		
ERR4059586	SAMEA6799948	ERX4058371	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059586/ERR4059586.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059586/VK174.final.bam		
ERR4059627	SAMEA6799989	ERX4058412	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059627/ERR4059627.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059627/VK224.final.bam		
ERR4059594	SAMEA6799956	ERX4058379	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059594/ERR4059594.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059594/VK183.final.bam		
ERR4059773	SAMEA6800135	ERX4058558	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059773/ERR4059773.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059773/VK400.final.bam		
ERR4059628	SAMEA6799990	ERX4058413	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059628/ERR4059628.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059628/VK225.final.bam		
ERR4059597	SAMEA6799959	ERX4058382	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059597/ERR4059597.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059597/VK186.final.bam		
ERR4059631	SAMEA6799993	ERX4058416	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059631/ERR4059631.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059631/VK228.final.bam		
ERR4059777	SAMEA6800139	ERX4058562	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059777/ERR4059777.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059777/VK404.final.bam		
ERR4059635	SAMEA6799997	ERX4058420	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059635/ERR4059635.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059635/VK236.final.bam		
ERR4059778	SAMEA6800140	ERX4058563	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059778/ERR4059778.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059778/VK405.final.bam		
ERR4059599	SAMEA6799961	ERX4058384	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059599/ERR4059599.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059599/VK189.final.bam		
ERR4059639	SAMEA6800001	ERX4058424	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059639/ERR4059639.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059639/VK240.final.bam		
ERR4059641	SAMEA6800003	ERX4058426	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059641/ERR4059641.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059641/VK242.final.bam		
ERR4059605	SAMEA6799967	ERX4058390	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059605/ERR4059605.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059605/VK201.final.bam		
ERR4059780	SAMEA6800142	ERX4058565	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059780/ERR4059780.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059780/VK407.final.bam		
ERR4059607	SAMEA6799969	ERX4058392	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059607/ERR4059607.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059607/VK203.final.bam		
ERR4059642	SAMEA6800004	ERX4058427	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059642/ERR4059642.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059642/VK244.final.bam		
ERR4059612	SAMEA6799974	ERX4058397	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059612/ERR4059612.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059612/VK208.final.bam		
ERR4059645	SAMEA6800007	ERX4058430	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059645/ERR4059645.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059645/VK248.final.bam		
ERR4059613	SAMEA6799975	ERX4058398	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059613/ERR4059613.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059613/VK210.final.bam		
ERR4059781	SAMEA6800143	ERX4058566	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059781/ERR4059781.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059781/VK408.final.bam		
ERR4059615	SAMEA6799977	ERX4058400	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059615/ERR4059615.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059615/VK212.final.bam		
ERR4059646	SAMEA6800008	ERX4058431	PRJEB37976	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059646/ERR4059646.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059646/VK251.final.bam		
